id,Year,cases
CN,1969,7.595661
CO,1969,25.166467
CD,1969,7.919877
CG,1969,17.252117
CR,1969,19.304808
CI,1969,9.774126
CU,1969,20.338907
CZ,1969,10.858888
DK,1969,28.205132
DO,1969,14.484542
EC,1969,20.155023
EG,1969,21.179860
SV,1969,13.083379
ET,1969,2.466624
FI,1969,10.840441
FR,1969,22.812789
GE,1969,18.824943
DE,1969,8.141811
GH,1969,11.012210
GR,1969,27.438995
GT,1969,12.246659
GN,1969,9.053028
HT,1969,9.335952
HN,1969,8.065956
HK,1969,0.000000
HU,1969,18.762865
IN,1969,7.502753
ID,1969,7.702828
IR,1969,19.345592
IQ,1969,23.122304
IE,1969,26.053896
IL,1969,45.590546
IT,1969,18.118706
JP,1969,39.258528
JO,1969,25.661935
KZ,1969,5.557313
KE,1969,4.648408
KP,1969,6.695150
KR,1969,29.744220
KW,1969,71.884562
LB,1969,36.924897
LR,1969,0.000000
LY,1969,18.754080
MG,1969,5.460936
MY,1969,5.188505
ML,1969,3.387164
MX,1969,27.946973
MA,1969,15.136604
MZ,1969,3.740076
MM,1969,8.794375
NL,1969,14.715833
NZ,1969,21.875285
NI,1969,0.000000
NE,1969,2.789469
NG,1969,6.677244
PK,1969,13.025238
PA,1969,29.711729
PY,1969,21.990706
PE,1969,22.024026
PH,1969,10.537497
PL,1969,3.937490
PT,1969,29.671558
PR,1969,32.759081
RO,1969,6.705982
RU,1969,14.913991
SA,1969,18.874806
SN,1969,14.398944
RS,1969,0.000000
SG,1969,99.699755
SO,1969,6.813988
ZA,1969,25.434880
ES,1969,20.193882
SD,1969,4.214883
SE,1969,12.965085
CH,1969,11.247507
SY,1969,29.289636
TZ,1969,2.463283
TH,1969,8.275521
TG,1969,8.770983
TR,1969,15.921818
UG,1969,3.566897
UA,1969,9.667724
AE,1969,35.697222
GB,1969,28.508013
US,1969,41.102801
UY,1969,48.478605
UZ,1969,11.690501
VE,1969,34.707465
VN,1969,7.937236
YE,1969,1.688803
ZM,1969,6.441160
ZW,1969,7.752069
AF,1970,3.985657
DZ,1970,9.319874
AO,1970,7.549016
AR,1970,40.539780
AM,1970,30.898806
AU,1970,57.579044
AT,1970,21.822475
AZ,1970,24.638404
BD,1970,3.479290
BY,1970,10.304934
BE,1970,16.265148
BO,1970,18.187691
BR,1970,26.913550
BG,1970,10.464653
BF,1970,2.036482
KH,1970,12.972046
CM,1970,7.034152
CA,1970,36.158455
CL,1970,27.643285
CN,1970,7.471824
CO,1970,25.829818
CD,1970,8.166336
CG,1970,17.893006
CR,1970,19.675443
CI,1970,10.477591
CU,1970,20.418321
CZ,1970,11.010026
DK,1970,27.998012
DO,1970,14.938664
EC,1970,20.434899
